Student Name,Student Number,Course Name,Module enrolled in,Module completed,Grade,Module to repeat,
Santino Bentley,S861,Organizational Psychology,Introduction to Biomedical Engineering,Introduction to Biomedical Engineering,88,,
Santino Bentley,S861,Organizational Psychology,Biomaterials and Biomechanics,Biomaterials and Biomechanics,49,,
Santino Bentley,S861,Organizational Psychology,Biomedical Signal Processing,,3,Biomedical Signal Processing,
Sullivan Norton,S862,Organizational Psychology,Introduction to Biomedical Engineering,,18,Introduction to Biomedical Engineering,
Sullivan Norton,S862,Organizational Psychology,Biomaterials and Biomechanics,,15,Biomaterials and Biomechanics,
Sullivan Norton,S862,Organizational Psychology,Biomedical Signal Processing,Biomedical Signal Processing,51,,
Jakob Brady,S863,Organizational Psychology,Introduction to Biomedical Engineering,Introduction to Biomedical Engineering,46,,
Jakob Brady,S863,Organizational Psychology,Biomaterials and Biomechanics,Biomaterials and Biomechanics,94,,
Jakob Brady,S863,Organizational Psychology,Biomedical Signal Processing,,25,Biomedical Signal Processing,
Amarion Neal,S864,Organizational Psychology,Introduction to Biomedical Engineering,,28,Introduction to Biomedical Engineering,
Amarion Neal,S864,Organizational Psychology,Biomaterials and Biomechanics,,24,Biomaterials and Biomechanics,
Amarion Neal,S864,Organizational Psychology,Biomedical Signal Processing,Biomedical Signal Processing,92,,
Kamden Stuart,S865,Organizational Psychology,Introduction to Biomedical Engineering,,6,Introduction to Biomedical Engineering,
Kamden Stuart,S865,Organizational Psychology,Biomaterials and Biomechanics,Biomaterials and Biomechanics,87,,
Kamden Stuart,S865,Organizational Psychology,Biomedical Signal Processing,Biomedical Signal Processing,56,,
Maribel Whitaker,S866,Organizational Psychology,Introduction to Biomedical Engineering,Introduction to Biomedical Engineering,72,,
Maribel Whitaker,S866,Organizational Psychology,Biomaterials and Biomechanics,Biomaterials and Biomechanics,52,,
Maribel Whitaker,S866,Organizational Psychology,Biomedical Signal Processing,,10,Biomedical Signal Processing,
Jaelynn Ewing,S867,Organizational Psychology,Introduction to Biomedical Engineering,,7,Introduction to Biomedical Engineering,
Jaelynn Ewing,S867,Organizational Psychology,Biomaterials and Biomechanics,Biomaterials and Biomechanics,97,,
Jaelynn Ewing,S867,Organizational Psychology,Biomedical Signal Processing,,25,Biomedical Signal Processing,
Aleah Goodwin,S868,Organizational Psychology,Introduction to Biomedical Engineering,Introduction to Biomedical Engineering,48,,
Aleah Goodwin,S868,Organizational Psychology,Biomaterials and Biomechanics,Biomaterials and Biomechanics,89,,
Aleah Goodwin,S868,Organizational Psychology,Biomedical Signal Processing,Biomedical Signal Processing,86,,
Nathaly Bowers,S869,Organizational Psychology,Introduction to Biomedical Engineering,Introduction to Biomedical Engineering,45,,
Nathaly Bowers,S869,Organizational Psychology,Biomaterials and Biomechanics,Biomaterials and Biomechanics,42,,
Nathaly Bowers,S869,Organizational Psychology,Biomedical Signal Processing,,20,Biomedical Signal Processing,
Justice Compton,S870,Organizational Psychology,Introduction to Biomedical Engineering,,33,Introduction to Biomedical Engineering,
Justice Compton,S870,Organizational Psychology,Biomaterials and Biomechanics,Biomaterials and Biomechanics,46,,
Justice Compton,S870,Organizational Psychology,Biomedical Signal Processing,Biomedical Signal Processing,85,,
Tamara Villarreal,S871,Organizational Psychology,Introduction to Biomedical Engineering,Introduction to Biomedical Engineering,84,,
Tamara Villarreal,S871,Organizational Psychology,Biomaterials and Biomechanics,,21,Biomaterials and Biomechanics,
Tamara Villarreal,S871,Organizational Psychology,Biomedical Signal Processing,Biomedical Signal Processing,82,,
Sylvia Hodge,S872,Organizational Psychology,Introduction to Biomedical Engineering,,35,Introduction to Biomedical Engineering,
Sylvia Hodge,S872,Organizational Psychology,Biomaterials and Biomechanics,,14,Biomaterials and Biomechanics,
Sylvia Hodge,S872,Organizational Psychology,Biomedical Signal Processing,Biomedical Signal Processing,85,,
Enoch Sellers,S873,Organizational Psychology,Introduction to Biomedical Engineering,Introduction to Biomedical Engineering,49,,
Enoch Sellers,S873,Organizational Psychology,Biomaterials and Biomechanics,,16,Biomaterials and Biomechanics,
Enoch Sellers,S873,Organizational Psychology,Biomedical Signal Processing,Biomedical Signal Processing,45,,
John Doe,S001,Computer Science,Introduction to Computer Science,,15,Introduction to Computer Science,
John Doe,S001,Computer Science,Data Structures and Algorithms,Data Structures and Algorithms,82,,
John Doe,S001,Computer Science,Database Management Systems,Database Management Systems,86,,
Jane Smith,S002,Computer Science,Introduction to Computer Science,,7,Introduction to Computer Science,
Jane Smith,S002,Computer Science,Data Structures and Algorithms,Data Structures and Algorithms,97,,
Jane Smith,S002,Computer Science,Database Management Systems,Database Management Systems,65,,
Michael Johnson,S003,Computer Science,Introduction to Computer Science,,36,Introduction to Computer Science,
Michael Johnson,S003,Computer Science,Data Structures and Algorithms,Data Structures and Algorithms,89,,
Michael Johnson,S003,Computer Science,Database Management Systems,,31,Database Management Systems,
Emily Brown,S004,Computer Science,Introduction to Computer Science,Introduction to Computer Science,55,,
Emily Brown,S004,Computer Science,Data Structures and Algorithms,,8,Data Structures and Algorithms,
Emily Brown,S004,Computer Science,Database Management Systems,Database Management Systems,69,,
David Wilson,S005,Computer Science,Introduction to Computer Science,,22,Introduction to Computer Science,
David Wilson,S005,Computer Science,Data Structures and Algorithms,Data Structures and Algorithms,72,,
David Wilson,S005,Computer Science,Database Management Systems,Database Management Systems,87,,
Sarah Taylor,S006,Computer Science,Introduction to Computer Science,Introduction to Computer Science,98,,
Sarah Taylor,S006,Computer Science,Data Structures and Algorithms,Data Structures and Algorithms,52,,
Sarah Taylor,S006,Computer Science,Database Management Systems,Database Management Systems,51,,
Christopher Martinez,S007,Computer Science,Introduction to Computer Science,,5,Introduction to Computer Science,
Christopher Martinez,S007,Computer Science,Data Structures and Algorithms,,11,Data Structures and Algorithms,
Christopher Martinez,S007,Computer Science,Database Management Systems,,3,Database Management Systems,
Emma Garcia,S008,Computer Science,Introduction to Computer Science,,9,Introduction to Computer Science,
Emma Garcia,S008,Computer Science,Data Structures and Algorithms,,38,Data Structures and Algorithms,
Emma Garcia,S008,Computer Science,Database Management Systems,Database Management Systems,48,,
Matthew Rodriguez,S009,Computer Science,Introduction to Computer Science,,26,Introduction to Computer Science,
Matthew Rodriguez,S009,Computer Science,Data Structures and Algorithms,,1,Data Structures and Algorithms,
Matthew Rodriguez,S009,Computer Science,Database Management Systems,,23,Database Management Systems,
Ashley Hernandez,S010,Computer Science,Introduction to Computer Science,Introduction to Computer Science,81,,
Ashley Hernandez,S010,Computer Science,Data Structures and Algorithms,,13,Data Structures and Algorithms,
Ashley Hernandez,S010,Computer Science,Database Management Systems,Database Management Systems,94,,
Megan Martinez,S012,Electrical Engineering,Introduction to Electrical Engineering,Introduction to Electrical Engineering,86,,
Megan Martinez,S012,Electrical Engineering,Circuit Analysis,Circuit Analysis,52,,
Megan Martinez,S012,Electrical Engineering,Electromagnetic Fields,Electromagnetic Fields,76,,
Daniel Perez,S013,Electrical Engineering,Introduction to Electrical Engineering,Introduction to Electrical Engineering,70,,
Daniel Perez,S013,Electrical Engineering,Circuit Analysis,,19,Circuit Analysis,
Daniel Perez,S013,Electrical Engineering,Electromagnetic Fields,Electromagnetic Fields,70,,
Amanda Gonzalez,S014,Electrical Engineering,Introduction to Electrical Engineering,Introduction to Electrical Engineering,82,,
Amanda Gonzalez,S014,Electrical Engineering,Circuit Analysis,,40,Circuit Analysis,
Amanda Gonzalez,S014,Electrical Engineering,Electromagnetic Fields,Electromagnetic Fields,45,,
James Sanchez,S015,Electrical Engineering,Introduction to Electrical Engineering,Introduction to Electrical Engineering,80,,
James Sanchez,S015,Electrical Engineering,Circuit Analysis,,29,Circuit Analysis,
James Sanchez,S015,Electrical Engineering,Electromagnetic Fields,,17,Electromagnetic Fields,
Brittany Torres,S016,Electrical Engineering,Introduction to Electrical Engineering,,22,Introduction to Electrical Engineering,
Brittany Torres,S016,Electrical Engineering,Circuit Analysis,,17,Circuit Analysis,
Brittany Torres,S016,Electrical Engineering,Electromagnetic Fields,Electromagnetic Fields,94,,
Andrew Rivera,S017,Electrical Engineering,Introduction to Electrical Engineering,Introduction to Electrical Engineering,77,,
Andrew Rivera,S017,Electrical Engineering,Circuit Analysis,,27,Circuit Analysis,
Andrew Rivera,S017,Electrical Engineering,Electromagnetic Fields,,32,Electromagnetic Fields,
Kayla Flores,S018,Electrical Engineering,Introduction to Electrical Engineering,Introduction to Electrical Engineering,77,,
Kayla Flores,S018,Electrical Engineering,Circuit Analysis,,32,Circuit Analysis,
Kayla Flores,S018,Electrical Engineering,Electromagnetic Fields,Electromagnetic Fields,45,,
Brandon Gonzales,S020,Psychology,Introduction to Psychology,Introduction to Psychology,90,,
Brandon Gonzales,S020,Psychology,Developmental Psychology,,23,Developmental Psychology,
Brandon Gonzales,S020,Psychology,Abnormal Psychology,Abnormal Psychology,66,,
Crystal Diaz,S021,Psychology,Introduction to Psychology,Introduction to Psychology,45,,
Crystal Diaz,S021,Psychology,Developmental Psychology,Developmental Psychology,93,,
Crystal Diaz,S021,Psychology,Abnormal Psychology,,11,Abnormal Psychology,
Maria Wright,S022,Psychology,Introduction to Psychology,,39,Introduction to Psychology,
Maria Wright,S022,Psychology,Developmental Psychology,Developmental Psychology,93,,
Maria Wright,S022,Psychology,Abnormal Psychology,,1,Abnormal Psychology,
Justin Washington,S023,Psychology,Introduction to Psychology,,7,Introduction to Psychology,
Justin Washington,S023,Psychology,Developmental Psychology,,17,Developmental Psychology,
Justin Washington,S023,Psychology,Abnormal Psychology,Abnormal Psychology,91,,
Alexis Hill,S024,Psychology,Introduction to Psychology,Introduction to Psychology,89,,
Alexis Hill,S024,Psychology,Developmental Psychology,Developmental Psychology,96,,
Alexis Hill,S024,Psychology,Abnormal Psychology,,36,Abnormal Psychology,
Robert Scott,S025,Psychology,Introduction to Psychology,Introduction to Psychology,76,,
Robert Scott,S025,Psychology,Developmental Psychology,Developmental Psychology,56,,
Robert Scott,S025,Psychology,Abnormal Psychology,Abnormal Psychology,73,,
Victoria Green,S026,Psychology,Introduction to Psychology,Introduction to Psychology,51,,
Victoria Green,S026,Psychology,Developmental Psychology,,31,Developmental Psychology,
Victoria Green,S026,Psychology,Abnormal Psychology,Abnormal Psychology,87,,
Jonathan Adams,S027,Psychology,Introduction to Psychology,Introduction to Psychology,94,,
Jonathan Adams,S027,Psychology,Developmental Psychology,,26,Developmental Psychology,
Jonathan Adams,S027,Psychology,Abnormal Psychology,,13,Abnormal Psychology,
Olivia Baker,S028,Psychology,Introduction to Psychology,Introduction to Psychology,60,,
Olivia Baker,S028,Psychology,Developmental Psychology,Developmental Psychology,91,,
Olivia Baker,S028,Psychology,Abnormal Psychology,,33,Abnormal Psychology,
Nicholas Nelson,S029,Psychology,Introduction to Psychology,Introduction to Psychology,62,,
Nicholas Nelson,S029,Psychology,Developmental Psychology,Developmental Psychology,75,,
Nicholas Nelson,S029,Psychology,Abnormal Psychology,,27,Abnormal Psychology,
Stephanie Campbell,S030,Psychology,Introduction to Psychology,,35,Introduction to Psychology,
Stephanie Campbell,S030,Psychology,Developmental Psychology,Developmental Psychology,79,,
Stephanie Campbell,S030,Psychology,Abnormal Psychology,Abnormal Psychology,70,,
Katherine Perez,S032,English Literature,English Literature: Early Periods,,3,English Literature: Early Periods,
Katherine Perez,S032,English Literature,English Literature: Romanticism to Modernism,,32,English Literature: Romanticism to Modernism,
Katherine Perez,S032,English Literature,Shakespearean Studies,,38,Shakespearean Studies,
Tyler Roberts,S033,English Literature,English Literature: Early Periods,English Literature: Early Periods,58,,
Tyler Roberts,S033,English Literature,English Literature: Romanticism to Modernism,,37,English Literature: Romanticism to Modernism,
Tyler Roberts,S033,English Literature,Shakespearean Studies,Shakespearean Studies,74,,
Brittney Turner,S034,English Literature,English Literature: Early Periods,English Literature: Early Periods,72,,
Brittney Turner,S034,English Literature,English Literature: Romanticism to Modernism,English Literature: Romanticism to Modernism,56,,
Brittney Turner,S034,English Literature,Shakespearean Studies,Shakespearean Studies,56,,
Zachary Phillips,S035,English Literature,English Literature: Early Periods,English Literature: Early Periods,93,,
Zachary Phillips,S035,English Literature,English Literature: Romanticism to Modernism,,5,English Literature: Romanticism to Modernism,
Zachary Phillips,S035,English Literature,Shakespearean Studies,Shakespearean Studies,67,,
Destiny Edwards,S036,English Literature,English Literature: Early Periods,English Literature: Early Periods,79,,
Destiny Edwards,S036,English Literature,English Literature: Romanticism to Modernism,English Literature: Romanticism to Modernism,62,,
Destiny Edwards,S036,English Literature,Shakespearean Studies,Shakespearean Studies,78,,
Jose Wood,S037,English Literature,English Literature: Early Periods,English Literature: Early Periods,61,,
Jose Wood,S037,English Literature,English Literature: Romanticism to Modernism,English Literature: Romanticism to Modernism,82,,
Jose Wood,S037,English Literature,Shakespearean Studies,Shakespearean Studies,73,,
Cody Brooks,S039,History,Introduction to History,Introduction to History,98,,
Cody Brooks,S039,History,Ancient Civilizations,,5,Ancient Civilizations,
Cody Brooks,S039,History,World War History,World War History,78,,
Elizabeth Bennett,S040,History,Introduction to History,,33,Introduction to History,
Elizabeth Bennett,S040,History,Ancient Civilizations,Ancient Civilizations,82,,
Elizabeth Bennett,S040,History,World War History,World War History,79,,
Nathan Gray,S041,History,Introduction to History,,23,Introduction to History,
Nathan Gray,S041,History,Ancient Civilizations,,35,Ancient Civilizations,
Nathan Gray,S041,History,World War History,,6,World War History,
Christina James,S042,History,Introduction to History,,10,Introduction to History,
Christina James,S042,History,Ancient Civilizations,Ancient Civilizations,45,,
Christina James,S042,History,World War History,,28,World War History,
Cameron Collins,S043,History,Introduction to History,,28,Introduction to History,
Cameron Collins,S043,History,Ancient Civilizations,Ancient Civilizations,55,,
Cameron Collins,S043,History,World War History,World War History,79,,
Victoria Patterson,S044,History,Introduction to History,Introduction to History,75,,
Victoria Patterson,S044,History,Ancient Civilizations,Ancient Civilizations,93,,
Victoria Patterson,S044,History,World War History,World War History,46,,
Brandon Alexander,S045,History,Introduction to History,Introduction to History,41,,
Brandon Alexander,S045,History,Ancient Civilizations,,16,Ancient Civilizations,
Brandon Alexander,S045,History,World War History,,26,World War History,
Haley Baker,S046,History,Introduction to History,,28,Introduction to History,
Haley Baker,S046,History,Ancient Civilizations,Ancient Civilizations,69,,
